Long_Name,Primary_Category,Zip,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,Student_Count_Native_American,Student_Count_Other_Ethnicity,Student_Count_Asian_Pacific_Islander,Student_Count_Multi,Student_Count_Hawaiian_Pacific_Islander,Student_Count_Ethnicity_Not_Available,Overall_Rating,Rating_Status,School_Latitude,School_Longitude,Location,Year
Carroll-Rosenwald Specialty Elementary School,ES,60652,425,306,80,27,349,64,7,0,1,0,0,4,0,0,Level 1,GOOD STANDING,41.742517,-87.696012,POINT (-87.696012 41.742517),2023
CICS - Bucktown,ES,60647,626,467,86,128,120,474,16,1,4,0,0,11,0,0,Level 1+,NOT APPLICABLE,41.922415,-87.681358,POINT (-87.681358 41.922415),2023
Esmond Elementary School,ES,60643,245,195,38,1,238,5,1,0,0,0,0,1,0,0,Level 2,PROVISIONAL SUPPORT,41.68942,-87.669159,POINT (-87.669159 41.68942),2023
Noble Mansueto High School,HS,60632,1043,903,152,339,13,1022,5,3,0,0,0,0,0,0,Level 1+,NOT APPLICABLE,41.800136,-87.728003,POINT (-87.728003 41.800136),2023
North-Grand High School,HS,60639,1066,950,180,333,193,848,10,4,6,0,0,4,1,0,Level 2+,GOOD STANDING,41.911674,-87.735238,POINT (-87.735238 41.911674),2023
Hawthorne Elementary Scholastic Academy,ES,60657,604,96,47,44,34,127,310,80,2,0,0,45,2,4,Level 1+,GOOD STANDING,41.942275,-87.657709,POINT (-87.657709 41.942275),2023
Douglas Taylor Elementary School,ES,60617,342,276,81,153,30,277,33,0,2,0,0,0,0,0,Level 2,PROVISIONAL SUPPORT,41.71547,-87.532971,POINT (-87.532971 41.71547),2023
Barbara Vick Early Childhood & Family Center,ES,60655,344,59,150,73,52,149,132,0,0,0,0,11,0,0,Inability to Rate,GOOD STANDING,41.688191,-87.685677,POINT (-87.685677 41.688191),2023
William G Hibbard Elementary School,ES,60625,912,648,94,628,35,715,80,62,11,0,0,8,1,0,Level 1+,GOOD STANDING,41.970335,-87.710362,POINT (-87.710362 41.970335),2023
Acero Charter Schools - Roberto Clemente,ES,60707,459,342,76,215,31,425,2,0,0,0,0,1,0,0,Level 2+,NOT APPLICABLE,41.917952,-87.78783,POINT (-87.78783 41.917952),2023
Louisa May Alcott College Preparatory ES,ES,60614,602,62,70,29,31,92,351,77,2,0,0,48,1,0,Level 1,GOOD STANDING,41.92985,-87.646413,POINT (-87.646413 41.92985),2023
Brian Piccolo Elementary Specialty School,ES,60651,575,480,94,241,220,349,4,0,1,0,0,1,0,0,Level 2+,GOOD STANDING,41.90014,-87.731261,POINT (-87.731261 41.90014),2023
Philip Rogers Elementary School,ES,60645,699,397,112,243,136,245,123,168,1,0,0,25,1,0,Level 1+,GOOD STANDING,42.015265,-87.697185,POINT (-87.697185 42.015265),2023
Oscar Mayer Magnet School,ES,60614,666,60,53,11,54,67,448,37,4,0,0,48,8,0,Level 1+,GOOD STANDING,41.923204,-87.657287,POINT (-87.657287 41.923204),2023
Pathways in Education- Ashburn,HS,60652,291,197,43,39,95,173,20,1,0,0,0,2,0,0,Level 2+,NOT APPLICABLE,41.735239,-87.70406,POINT (-87.70406 41.735239),2023
A.N. Pritzker School,ES,60622,653,181,51,40,141,177,230,49,5,0,0,49,2,0,Level 1+,GOOD STANDING,41.907053,-87.677761,POINT (-87.677761 41.907053),2023
YCCS-Youth Connection Leadership Acad HS,HS,60616,97,79,21,2,82,12,2,0,1,0,0,0,0,0,Level 1,NOT APPLICABLE,41.832072,-87.626781,POINT (-87.626781 41.832072),2023
Thomas Drummond Elementary School,ES,60622,305,41,42,26,21,78,145,20,0,0,0,41,0,0,Level 1+,GOOD STANDING,41.915914,-87.674495,POINT (-87.674495 41.915914),2023
Mount Greenwood Elementary School,ES,60655,1158,170,159,11,29,175,927,11,1,0,0,14,1,0,Level 1+,GOOD STANDING,41.695734,-87.70581,POINT (-87.70581 41.695734),2023
Marquette Elementary School,ES,60629,1018,811,153,436,317,684,16,0,0,0,0,1,0,0,Level 1+,GOOD STANDING,41.773881,-87.69703,POINT (-87.69703 41.773881),2023
Irene C. Hernandez Middle School for the Advancement of Science,MS,60632,866,776,104,301,15,839,7,1,3,0,0,0,0,1,Level 2+,GOOD STANDING,41.793479,-87.71137,POINT (-87.71137 41.793479),2023
Robert J. Richardson Middle School,MS,60629,921,841,118,322,12,903,4,1,0,0,0,1,0,0,Level 1+,GOOD STANDING,41.783826,-87.725422,POINT (-87.725422 41.783826),2023
Alexander Hamilton Elementary School,ES,60657,444,36,59,26,14,56,324,15,0,0,0,35,0,0,Level 1+,GOOD STANDING,41.94522,-87.670865,POINT (-87.670865 41.94522),2023
Brighton Park Elementary School,ES,60632,281,231,47,159,4,261,8,5,2,0,0,1,0,0,Level 2+,GOOD STANDING,41.8239,-87.692077,POINT (-87.692077 41.8239),2023
Walter L Newberry Math & Science Academy ES,ES,60614,359,243,58,27,241,73,20,7,1,0,0,16,0,1,Level 1,GOOD STANDING,41.913947,-87.64599,POINT (-87.64599 41.913947),2023
Langston Hughes Elementary School,ES,60628,469,324,134,11,437,27,0,0,0,0,0,4,1,0,Level 2,INTENSIVE SUPPORT,41.705342,-87.629869,POINT (-87.629869 41.705342),2023
Carrie Jacobs Bond Elementary School,ES,60621,232,179,60,4,220,12,0,0,0,0,0,0,0,0,Level 1,GOOD STANDING,41.765361,-87.653018,POINT (-87.653018 41.765361),2023
Ombudsman Chicago- West,HS,60612,155,121,37,2,128,24,1,1,0,0,0,1,0,0,Level 2,NOT APPLICABLE,41.874673,-87.687842,POINT (-87.687842 41.874673),2023
Ambrose Plamondon Elementary School,ES,60608,102,77,26,29,25,72,4,0,1,0,0,0,0,0,Level 1,GOOD STANDING,41.860259,-87.692526,POINT (-87.692526 41.860259),2023
William Jones College Preparatory High School,HS,60605,1929,719,151,47,239,606,674,335,6,0,0,57,10,2,Level 1+,GOOD STANDING,41.873066,-87.627675,POINT (-87.627675 41.873066),2023
University of Chicago - Donoghue,ES,60653,474,333,30,17,457,13,1,0,2,0,0,1,0,0,Level 2,NOT APPLICABLE,41.827726,-87.608501,POINT (-87.608501 41.827726),2023
CICS - Wrightwood,ES,60652,635,453,64,2,570,19,6,0,4,0,0,2,0,34,Level 2+,NOT APPLICABLE,41.745365,-87.692614,POINT (-87.692614 41.745365),2023
Theodore Roosevelt High School,HS,60625,1072,856,208,553,91,809,61,91,5,0,0,7,3,5,Level 2+,GOOD STANDING,41.964828,-87.714819,POINT (-87.714819 41.964828),2023
Nancy B Jefferson Alternative HS,HS,60612,164,110,71,8,132,27,5,0,0,0,0,0,0,0,Inability to Rate,GOOD STANDING,41.867832,-87.680418,POINT (-87.680418 41.867832),2023
Noble - John and Eunice Johnson College Prep,HS,60621,471,392,103,5,447,19,1,0,0,0,0,1,1,2,Level 2,NOT APPLICABLE,41.778369,-87.635117,POINT (-87.635117 41.778369),2023
Rowe Elementary Charter School,ES,60642,768,611,101,236,175,540,11,0,1,0,0,4,0,37,Level 2+,NOT APPLICABLE,41.907797,-87.664072,POINT (-87.664072 41.907797),2023
Kenwood Academy High School,HS,60615,2299,1294,126,31,1963,105,106,35,3,0,0,46,4,37,Level 1+,GOOD STANDING,41.803772,-87.590421,POINT (-87.590421 41.803772),2023
Dewey Elementary Academy of Fine Arts,ES,60609,240,202,27,18,211,26,2,0,0,0,0,1,0,0,Level 2+,GOOD STANDING,41.795646,-87.642652,POINT (-87.642652 41.795646),2023
Harriet Beecher Stowe Elementary School,ES,60647,562,449,93,277,52,492,10,3,1,0,0,4,0,0,Level 2+,GOOD STANDING,41.911938,-87.713318,POINT (-87.713318 41.911938),2023
William K New Sullivan Elementary School,ES,60617,397,319,102,24,305,74,12,0,2,0,0,4,0,0,Level 2+,GOOD STANDING,41.743829,-87.542928,POINT (-87.542928 41.743829),2023
Friedrich L. Jahn Elementary of the Fine Arts,ES,60657,290,120,59,49,48,124,88,11,0,0,0,18,0,1,Level 2,PROVISIONAL SUPPORT,41.939247,-87.67581,POINT (-87.67581 41.939247),2023
World Language Academy High School,HS,60623,342,310,79,162,5,334,2,0,0,0,0,0,0,1,Level 1,GOOD STANDING,41.834397,-87.735292,POINT (-87.735292 41.834397),2023
Intrinsic Charter School,HS,60641,975,840,181,247,32,904,33,2,1,0,0,3,0,0,Level 1,NOT APPLICABLE,41.938988,-87.741129,POINT (-87.741129 41.938988),2023
Frederic Chopin Elementary School,ES,60622,286,226,68,89,86,166,30,0,1,0,0,3,0,0,Level 2+,PROVISIONAL SUPPORT,41.896713,-87.688937,POINT (-87.688937 41.896713),2023
Charles S Brownell Elementary School,ES,60637,136,104,11,1,132,1,1,0,0,0,0,2,0,0,Level 1,GOOD STANDING,41.77162,-87.621746,POINT (-87.621746 41.77162),2023
William P Gray Elementary School,ES,60641,1004,744,152,386,28,832,89,17,6,0,0,15,0,17,Level 1,GOOD STANDING,41.948764,-87.757116,POINT (-87.757116 41.948764),2023
John D Shoop Math-Science Technical Academy ES,ES,60643,391,311,72,1,376,8,0,0,2,0,0,5,0,0,Level 1,GOOD STANDING,41.690919,-87.658669,POINT (-87.658669 41.690919),2023
Bret Harte Elementary School,ES,60637,327,198,42,18,288,17,11,3,0,0,0,7,1,0,Level 1,GOOD STANDING,41.793447,-87.586855,POINT (-87.586855 41.793447),2023
Excel Academy of South Shore,HS,60649,189,149,30,5,145,38,3,0,0,0,0,1,0,2,Level 2,PROVISIONAL SUPPORT,41.759749,-87.556487,POINT (-87.556487 41.759749),2023
William H Ray Elementary School,ES,60637,497,224,69,41,320,43,79,33,3,0,0,16,3,0,Level 1,GOOD STANDING,41.792348,-87.594752,POINT (-87.594752 41.792348),2023
South Loop Elementary School,ES,60616,799,198,78,58,302,97,234,100,6,0,0,59,1,0,Level 1+,GOOD STANDING,41.859741,-87.628349,POINT (-87.628349 41.859741),2023
"YCCS-ASPIRA,Antonia Pantoja Alternative HS",HS,60641,158,125,26,73,14,140,4,0,0,0,0,0,0,0,Level 2+,NOT APPLICABLE,41.938187,-87.727137,POINT (-87.727137 41.938187),2023
Melville W Fuller Elementary School,ES,60653,319,241,48,0,309,6,0,0,1,0,0,2,0,1,Level 2+,GOOD STANDING,41.818003,-87.611784,POINT (-87.611784 41.818003),2023
Talman Elementary School,ES,60632,342,268,71,194,5,329,5,1,1,0,0,1,0,0,Level 1+,GOOD STANDING,41.794048,-87.690261,POINT (-87.690261 41.794048),2023
Frank I Bennett Elementary School,ES,60628,266,179,24,0,260,3,0,0,0,0,0,2,1,0,Level 2,PROVISIONAL SUPPORT,41.710435,-87.61739,POINT (-87.61739 41.710435),2023
New Field Elementary School,ES,60626,523,320,92,213,161,222,67,33,1,0,0,36,3,0,Level 1,GOOD STANDING,42.007703,-87.673168,POINT (-87.673168 42.007703),2023
Disney II Magnet High School,HS,60618,747,456,105,72,160,417,124,31,5,0,0,10,0,0,Level 1,GOOD STANDING,41.952488,-87.721364,POINT (-87.721364 41.952488),2023
Mark Skinner Elementary School,ES,60607,991,239,55,122,236,124,251,303,13,0,0,58,6,0,Level 1+,GOOD STANDING,41.879103,-87.659419,POINT (-87.659419 41.879103),2023
Lorenz Brentano Math & Science Academy ES,ES,60647,683,256,67,84,33,343,245,9,1,0,0,49,2,1,Level 1,GOOD STANDING,41.930966,-87.696294,POINT (-87.696294 41.930966),2023
Medgar Evers Elementary School,ES,60628,219,152,24,2,206,11,1,0,0,0,0,1,0,0,Level 1,GOOD STANDING,41.715665,-87.639305,POINT (-87.639305 41.715665),2023
Spencer Technology Academy,ES,60644,385,297,42,8,359,16,3,0,0,0,0,0,0,7,Level 2,PROVISIONAL SUPPORT,41.884876,-87.750445,POINT (-87.750445 41.884876),2023
Mary Gage Peterson Elementary School,ES,60625,838,459,104,314,63,295,247,178,3,0,0,33,0,19,Level 1,GOOD STANDING,41.981557,-87.712583,POINT (-87.712583 41.981557),2023
Countee Cullen Elementary School,ES,60628,165,130,24,1,161,2,1,0,0,0,0,1,0,0,Level 1,GOOD STANDING,41.700335,-87.611244,POINT (-87.611244 41.700335),2023
Edmond Burke Elementary School,ES,60615,277,203,34,2,256,11,4,0,0,0,0,6,0,0,Level 2,PROVISIONAL SUPPORT,41.79676,-87.616141,POINT (-87.616141 41.79676),2023
YCCS-West HS,HS,60651,65,54,15,3,54,10,0,0,0,0,0,0,0,1,Level 2+,NOT APPLICABLE,41.90224,-87.74881,POINT (-87.74881 41.90224),2023
